ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id
ENSG00000120438	4119.024693717612	-0.5666351933790427	0.099357867496953	-5.7029725743300554	1.1773593148145124e-8	5.8452347001120976e-8	TCP1	6	159778498	159789703	protein_coding	6950
ENSG00000153930	20.795293188113128	-2.838565638296266	0.4979633910506075	-5.700350044422814	1.1956166521075073e-8	5.9341598255309826e-8	ANKFN1	17	55882301	56517016	protein_coding	162282
ENSG00000125637	3381.669777195733	-1.2008063808207374	0.21069006175665572	-5.699397355569876	1.2023168935593266e-8	5.965689201761402e-8	PSD4	2	113157325	113209396	protein_coding	23550
ENSG00000084733	3947.868901283408	-0.6645031397640692	0.1165941420313492	-5.699284099413855	1.2031158441978542e-8	5.967927624962931e-8	RAB10	2	26034084	26137454	protein_coding	10890
ENSG00000100711	217.14807846903489	0.7221527967037709	0.12671862727256566	5.698868526648848	1.206051869278893e-8	5.980762419967412e-8	ZFYVE21	14	103715730	103733668	protein_coding	79038
ENSG00000012048	312.94640023682234	0.6539215439731751	0.11475637015045266	5.698346358601651	1.2097508619920364e-8	5.997372230586352e-8	BRCA1	17	43044295	43170245	protein_coding	672
ENSG00000109118	1817.8189112944387	-1.3365627105077549	0.23457348055419347	-5.6978423449660545	1.2133317046317906e-8	6.013386882747621e-8	PHF12	17	28905250	28951771	protein_coding	57649
ENSG00000140319	4743.347215455051	0.6388280047138616	0.11212103762193291	5.697664044708191	1.2146009307899396e-8	6.017401803820352e-8	SRP14	15	40035690	40039181	protein_coding	6727
ENSG00000157654	9252.00752636616	-0.5813537692972437	0.10203431361399744	-5.6976300296049764	1.2148432129871604e-8	6.017401803820352e-8	PALM2AKAP2	9	109498325	110172512	protein_coding	445815
ENSG00000161638	544.133802809293	-2.5917366379492663	0.45507704511760166	-5.6951601179521285	1.2325619266261316e-8	6.103404772597738e-8	ITGA5	12	54395261	54419266	protein_coding	3678
ENSG00000164091	6416.653522348946	0.7038837324771	0.12360821485139144	5.6944737315666885	1.2375303647965931e-8	6.12623946889208e-8	WDR82	3	52254434	52288020	protein_coding	80335
ENSG00000091972	4014.501971245398	-0.7474574392676251	0.13129140871883446	-5.693117672827577	1.2474035207653005e-8	6.173334182085672e-8	CD200	3	112332347	112362812	protein_coding	4345
ENSG00000149089	483.2315772131138	-0.576996450361442	0.1013586216815399	-5.692623289356828	1.2510220177701082e-8	6.189456684227081e-8	APIP	11	34853094	34916379	protein_coding	51074
ENSG00000183155	312.8036910444273	0.9540744775383552	0.1676380776611792	5.691275459902838	1.2609389479224326e-8	6.235900601486808e-8	RABIF	1	202878282	202889149	protein_coding	5877
ENSG00000133065	1089.3603639506211	-0.7822300162063307	0.13744445817513035	-5.691244496810638	1.261167660305018e-8	6.235900601486808e-8	SLC41A1	1	205789094	205813748	protein_coding	254428
ENSG00000176293	133.45564474405796	1.0072918778790312	0.17699113639266234	5.691199561792244	1.261499649595565e-8	6.235900601486808e-8	ZNF135	19	58059239	58086310	protein_coding	7694
ENSG00000138835	1202.1021653315736	-2.832842996105843	0.4978080135901029	-5.690633575132477	1.2656885545201811e-8	6.254805362458889e-8	RGS3	9	113444731	113597743	protein_coding	5998
ENSG00000172728	122.52042966407564	-2.381246614596864	0.41876156275359033	-5.686402063596387	1.2974373428930611e-8	6.409856011908766e-8	FUT10	8	33370824	33473146	protein_coding	84750
ENSG00000039319	234.23643039280984	1.465241763673886	0.2576939318756467	5.6859769766754	1.3006691853243132e-8	6.423972907828029e-8	ZFYVE16	5	80408013	80483379	protein_coding	9765
ENSG00000151576	696.4371976729285	1.160007586977306	0.2040494704717973	5.6849330914467435	1.3086388378221456e-8	6.46147487175608e-8	QTRT2	3	114005833	114088422	protein_coding	79691
ENSG00000100979	50.26272965849227	-1.8444745473399955	0.32461204856845693	-5.6820889904553775	1.3305939076975349e-8	6.566100163438109e-8	PLTP	20	45898621	45912155	protein_coding	5360
ENSG00000186480	2459.0450578178384	0.7057804077116641	0.12421110336363073	5.682104003580714	1.3304770795615313e-8	6.566100163438109e-8	INSIG1	7	155297776	155310235	protein_coding	3638
ENSG00000185090	159.66832177969874	1.3942061873715268	0.24538127576410187	5.681795332712556	1.3328810789889016e-8	6.575495558738233e-8	MANEAL	1	37793847	37801137	protein_coding	149175
ENSG00000150776	531.5448385887772	0.5107504595228421	0.08989586809939769	5.681578812477859	1.3345699059530211e-8	6.581934592222457e-8	NKAPD1	11	112074086	112085150	protein_coding	55216
ENSG00000125870	898.31783683332	0.9720077859015088	0.1711076376486755	5.680680297259851	1.3416004373860357e-8	6.61470698410046e-8	SNRPB2	20	16729961	16742564	protein_coding	6629
ENSG00000127081	170.18546511268082	1.2137300059062577	0.2137453580069383	5.678392350709479	1.3596655842357592e-8	6.701850644733454e-8	ZNF484	9	92844182	92878038	protein_coding	83744
ENSG00000161013	1749.377525680114	-0.6164686653423774	0.10857394052039196	-5.677869499694493	1.3638269595482953e-8	6.720431640416327e-8	MGAT4B	5	179797597	179806952	protein_coding	11282
ENSG00000128655	18.08337412062717	-2.625495956863761	0.4625669282615856	-5.675926652886478	1.3793987775570649e-8	6.795212238106264e-8	PDE11A	2	177623244	178108339	protein_coding	50940
ENSG00000127952	616.0250193926083	-0.5842274601306812	0.10299582525732598	-5.672341171800317	1.4085909595365996e-8	6.937027463756881e-8	STYXL1	7	75996338	76048004	protein_coding	51657
ENSG00000081019	2431.6512654566186	-0.6361586987931053	0.1121656030712599	-5.671602357355021	1.414680360864088e-8	6.965017397907036e-8	RSBN1	1	113761832	113812476	protein_coding	54665
ENSG00000211460	1445.288033216331	1.156959294609422	0.20400511430895452	5.671226912759015	1.4177846142376205e-8	6.978298454127682e-8	TSN	2	121737103	121767853	protein_coding	7247
ENSG00000156239	101.89892171985387	1.8133456109041448	0.3197719002122284	5.6707472098100276	1.4217605269801876e-8	6.995860946924595e-8	N6AMT1	21	28872191	28885371	protein_coding	29104
ENSG00000167257	290.0171339235982	-0.6912513374583159	0.12193921392905452	-5.668819038480049	1.437851298902226e-8	7.073008195689333e-8	RNF214	11	117232625	117286454	protein_coding	257160
ENSG00000136827	751.2835109836094	0.5753046793899038	0.10150039550715188	5.668004311858735	1.4447033095657773e-8	7.104677381923074e-8	TOR1A	9	129812942	129824244	protein_coding	1861
ENSG00000014123	780.9965326876988	1.0551720277729673	0.18625452885387053	5.665215413907181	1.4683994532913506e-8	7.219139776381946e-8	UFL1	6	96521595	96555276	protein_coding	23376
ENSG00000103316	23.30422023224056	2.977095255819935	0.5255245110736297	5.664997907971647	1.4702633020477056e-8	7.226232522639511e-8	CRYM	16	21238874	21303083	protein_coding	1428
ENSG00000104154	465.1961487371226	-2.379016929571971	0.42009598793404873	-5.66303177821697	1.4872160398829916e-8	7.30746071372061e-8	SLC30A4	15	45479606	45522755	protein_coding	7782
ENSG00000122224	973.2845368347369	-0.8065654276856901	0.14247722100765542	-5.661013192013007	1.5048185712740988e-8	7.391834253054966e-8	LY9	1	160796074	160828261	protein_coding	4063
ENSG00000169306	69.93554814072824	-1.6401080522103433	0.2897540770009649	-5.660345038751195	1.5106894730536513e-8	7.418548934932614e-8	IL1RAPL1	X	28587446	29956718	protein_coding	11141
ENSG00000144645	2916.83409284822	1.3629567299435212	0.24081388338447815	5.65979299361015	1.5155569401221443e-8	7.440322168416524e-8	OSBPL10	3	31657912	32077580	protein_coding	114884
ENSG00000178607	350.1141710879053	-0.9118198735014584	0.16112368825528992	-5.65912984847231	1.5214241357301166e-8	7.46698950825439e-8	ERN1	17	64039080	64130819	protein_coding	2081
ENSG00000151491	18.905031767481333	-2.9938483324631	0.529056100625511	-5.658848520834422	1.5239198497781965e-8	7.477099451671231e-8	EPS8	12	15620134	15882329	protein_coding	2059
ENSG00000162885	58.19200488650813	1.5011877504531723	0.26535096964948496	5.657366741249013	1.5371307866109265e-8	7.539762732038388e-8	B3GALNT2	1	235447190	235504452	protein_coding	148789
ENSG00000127311	120.5135821425818	-1.7391202520783955	0.30765914097284736	-5.652750139583477	1.5790076205325613e-8	7.742958774820716e-8	HELB	12	66302493	66343643	protein_coding	92797
ENSG00000140632	1968.6634763479192	0.6036616978644155	0.1068083771308146	5.651819773696917	1.5875800446045702e-8	7.782770972950063e-8	GLYR1	16	4803203	4847288	protein_coding	84656
ENSG00000145476	77.87116717578859	1.366901948933009	0.2418610801951404	5.651599454654522	1.5896166819382545e-8	7.790529285546006e-8	CYP4V2	4	186191567	186213463	protein_coding	285440
ENSG00000140807	58.57339491218336	-1.6211697531251252	0.28704214564495173	-5.647845717856301	1.6247088058985708e-8	7.960238061567015e-8	NKD1	16	50548396	50649249	protein_coding	85407
ENSG00000147488	33.838196318929306	2.3599489472505932	0.4178640869146049	5.647647216289431	1.6265853110381983e-8	7.967156941705226e-8	ST18	8	52110838	52460959	protein_coding	9705
ENSG00000176148	371.49896431649574	-0.9816098091980991	0.173885429971241	-5.645152727059697	1.650346774085453e-8	8.081235716255194e-8	TCP11L1	11	33039417	33105943	protein_coding	55346
ENSG00000155666	114.81003732778612	1.1941545050897993	0.2116692079894648	5.6416070926539055	1.6847020035644885e-8	8.247108980644649e-8	KDM8	16	27203508	27221768	protein_coding	79831
ENSG00000197894	1560.5527721041112	1.008233225482893	0.17877612918681382	5.63964120975754	1.7040485785723215e-8	8.339436825768367e-8	ADH5	4	99070978	99088801	protein_coding	128
ENSG00000100528	736.7559405759952	0.6869821973080091	0.12182631499751068	5.639029608028828	1.710111331442818e-8	8.366720908153942e-8	CNIH1	14	54423561	54441391	protein_coding	10175
ENSG00000103047	426.5858215316246	0.6846991427002771	0.12142914688189406	5.638672100416202	1.7136649679742177e-8	8.381717081100806e-8	TANGO6	16	68843531	69085182	protein_coding	79613
ENSG00000185163	220.6532362383698	1.007756783121624	0.1787759559663672	5.636981649317604	1.730565456644192e-8	8.461966972100612e-8	DDX51	12	132136594	132144319	protein_coding	317781
ENSG00000096872	100.0289186353576	1.254073233907938	0.22254035138154568	5.635262217043183	1.7479216970917253e-8	8.544398996780577e-8	IFT74	9	26947039	27066134	protein_coding	80173
ENSG00000137171	245.71799227423725	0.878094343530218	0.1558725345439156	5.633412878667366	1.7667778997165893e-8	8.634114270389415e-8	KLC4	6	43040777	43075095	protein_coding	89953
ENSG00000125818	2372.14670706532	0.5464173574283343	0.09700774004430428	5.632719174560511	1.7739018601328472e-8	8.66646016974926e-8	PSMF1	20	1113240	1189415	protein_coding	9491
ENSG00000156521	500.75797457870806	0.5456264005627482	0.09687532301761144	5.632253741890038	1.7786972258967956e-8	8.687414461126452e-8	TYSND1	10	70137981	70146700	protein_coding	219743
ENSG00000178127	1815.0675427944857	-1.10176460677306	0.19568707167394384	-5.630237078762328	1.7996207982728586e-8	8.787106902892916e-8	NDUFV2	18	9102630	9134345	protein_coding	4729
ENSG00000105171	696.5308475777695	0.7668931330114438	0.13622499282771877	5.629606704999569	1.8062100334515177e-8	8.816771480501035e-8	POP4	19	29606283	29617237	protein_coding	10775
ENSG00000167711	249.32428932181375	1.6313510661156492	0.28981350021530233	5.628968508726195	1.8129048998752273e-8	8.846934662132865e-8	SERPINF2	17	1742836	1755265	protein_coding	5345
ENSG00000143198	972.3738376363146	-1.17480711413077	0.20875426464923963	-5.627703539876157	1.8262460830842415e-8	8.909505343633613e-8	MGST3	1	165631213	165661796	protein_coding	4259
ENSG00000115446	430.00639323340175	0.8604480908721339	0.153039081555917	5.622407571478699	1.8831432784100306e-8	9.18447196445688e-8	UNC50	2	98608579	98618515	protein_coding	25972
ENSG00000181035	276.2941039744544	0.6403282153922694	0.11390167496917372	5.621762942165402	1.8901852540981582e-8	9.216197382726969e-8	SLC25A42	19	19063994	19113030	protein_coding	284439
ENSG00000125962	252.77799569156215	1.3794712348876732	0.2454278037279839	5.620680354604765	1.9020690827656423e-8	9.271506057412753e-8	ARMCX5	X	102599168	102604159	protein_coding	64860
ENSG00000175470	885.080449813005	-0.847829078347951	0.1508593711223097	-5.619996106576441	1.9096176234846384e-8	9.305657251845905e-8	PPP2R2D	10	131901008	131959834	protein_coding	55844
ENSG00000091164	2119.8131554339184	-0.8700025422017436	0.1548787501480053	-5.617313810773597	1.939489870433917e-8	9.448542645345015e-8	TXNL1	18	56597209	56651600	protein_coding	9352
ENSG00000261210	9.66244178657168	-3.952829970723311	0.7037730808655313	-5.616625696825383	1.947226100939071e-8	9.480847173641481e-8	CLEC19A	16	19285731	19322145	protein_coding	728276
ENSG00000134030	395.5115577810203	-2.736218718425702	0.4871626280628928	-5.616643315407305	1.9470276480097375e-8	9.480847173641481e-8	CTIF	18	48539031	48863217	protein_coding	9811
ENSG00000178425	1693.3024107383726	-0.8294459808688516	0.1476833200185441	-5.616382275024024	1.9499699766731275e-8	9.491513435392205e-8	NT5DC1	6	116100851	116249497	protein_coding	221294
ENSG00000183955	527.2045394972151	-1.037505189516727	0.18481130751333355	-5.61386207086855	1.978599511593559e-8	9.628136817901953e-8	KMT5A	12	123384132	123409353	protein_coding	387893
ENSG00000111676	2235.8387917469972	-1.82988456493893	0.32604435822787486	-5.612379170996143	1.99563553588415e-8	9.708283108789409e-8	ATN1	12	6924463	6942321	protein_coding	1822
ENSG00000102977	499.97069451869146	-0.5907042695253333	0.1052656349100659	-5.611558511284369	2.0051246605841342e-8	9.751680534666261e-8	ACD	16	67657512	67660810	protein_coding	65057
ENSG00000111728	18.01376605677335	-2.890298534700214	0.5152313152000527	-5.609710530847637	2.02665315223219e-8	9.853588774723693e-8	ST8SIA1	12	22063773	22437041	protein_coding	6489
ENSG00000178585	218.0194673997853	0.7475270878854937	0.13326093484952045	5.60949905333929	2.0291310731195156e-8	9.86284162962738e-8	CTNNBIP1	1	9848276	9910336	protein_coding	56998
ENSG00000155252	727.0694019755796	0.9737947223405417	0.17360079426106495	5.60939093905369	2.030399004086522e-8	9.866209604111173e-8	PI4K2A	10	97640671	97676434	protein_coding	55361
ENSG00000146426	216.13277862425215	-1.1982877874377085	0.2136662932407703	-5.608220975160624	2.044169273584773e-8	9.930310417940976e-8	TIAM2	6	154832697	155257723	protein_coding	26230
ENSG00000198093	386.7054111336373	0.5400936662447602	0.0963097446769145	5.607881819815694	2.0481779947012488e-8	9.946968025214841e-8	ZNF649	19	51889235	51905040	protein_coding	65251
ENSG00000188295	177.79783963773664	0.8816219486156802	0.15721920918641477	5.607596890850286	2.051551673503435e-8	9.960532997728341e-8	ZNF669	1	247099962	247104372	protein_coding	79862
ENSG00000243716	1124.8077277512234	-2.062732964065803	0.3678787918420887	-5.607099430051481	2.057454754911252e-8	9.98636737900064e-8	NPIPB5	16	22479121	22536535	protein_coding	100132247
ENSG00000198598	146.7984557708407	1.4515604104909434	0.25888938665194067	5.606874925477221	2.060124218776561e-8	9.996496421314545e-8	MMP17	12	131828393	131851783	protein_coding	4326
ENSG00000160209	913.827566442186	-0.6781245266608319	0.12095053495500813	-5.606626931522746	2.06307689092078e-8	1.0007993580553788e-7	PDXK	21	43719094	43762307	protein_coding	8566
ENSG00000181666	586.0215624366873	0.5185268541057556	0.09253404795716126	5.603633101037666	2.099047894848152e-8	1.0179611017468795e-7	ZNF875	19	37312837	37369365	protein_coding	284459
ENSG00000188735	83.55958354739884	-1.1393176891200287	0.20331979278284415	-5.603574907913062	2.0997530851442336e-8	1.018015355606238e-7	TMEM120B	12	121712752	121783001	protein_coding	144404
ENSG00000167699	556.0606989210679	0.4458829521396017	0.0795836877592811	5.6026927715171455	2.110471115174355e-8	1.0227675288053933e-7	GLOD4	17	757097	782294	protein_coding	51031
ENSG00000012211	384.11617685031337	-1.53074941115652	0.27321783706677305	-5.6026701169675555	2.1107470681314246e-8	1.0227675288053933e-7	PRICKLE3	X	49174802	49186528	protein_coding	4007
ENSG00000119906	669.9084819109737	0.7212763347764066	0.12875630874182323	5.601871798163147	2.1204937119318365e-8	1.0272002007150325e-7	SLF2	10	100912963	100965134	protein_coding	55719
ENSG00000185088	1121.0452273777253	-1.3530722103986894	0.24155238311856336	-5.601568458691416	2.1242086149683695e-8	1.0287093258715012e-7	RPS27L	15	63125872	63158021	protein_coding	51065
ENSG00000171914	33.00288528511818	-1.7259482254881109	0.30812230925243167	-5.601503603149079	2.1250036997995378e-8	1.0288039921320675e-7	TLN2	15	62390526	62844631	protein_coding	83660
ENSG00000165406	2771.9320707734178	0.5310582482106281	0.09482812106251182	5.600219030603255	2.1408113458114443e-8	1.0361647692928847e-7	MARCHF8	10	45454585	45594906	protein_coding	220972
ENSG00000136631	414.5037822769949	0.7134504411826006	0.12743812083105985	5.598406791704001	2.1633065929375356e-8	1.046757318714671e-7	VPS45	1	150067279	150145329	protein_coding	11311
ENSG00000119729	469.8883477444406	-0.6768898073893608	0.12091716585281924	-5.597962891499403	2.1688515971129283e-8	1.0488488078710157e-7	RHOQ	2	46541806	46584688	protein_coding	23433
ENSG00000164180	174.69639319959043	-0.8522982575927422	0.15225094686181626	-5.597983297708438	2.1685963895396578e-8	1.0488488078710157e-7	TMEM161B	5	88189633	88269476	protein_coding	153396
ENSG00000121671	1113.3454939180124	0.4113506884235345	0.0735135200521355	5.595578719830123	2.19887047970226e-8	1.0630662071211997e-7	CRY2	11	45847118	45883248	protein_coding	1408
ENSG00000167842	321.9303069766322	1.1607579401353003	0.2074558139602516	5.595205639103953	2.2036042514166035e-8	1.06505469706496e-7	MIS12	17	5486285	5490814	protein_coding	79003
ENSG00000186847	7.66454082372035	-7.150938902863018	1.27811568073644	-5.594907417725056	2.2073952957826373e-8	1.066586552662306e-7	KRT14	17	41582279	41586895	protein_coding	3861
ENSG00000133466	39.825937014817995	1.668905759304554	0.29841789226367765	5.592512388063962	2.23807179940455e-8	1.0811046152641685e-7	C1QTNF6	22	37180166	37199385	protein_coding	114904
ENSG00000185933	23.82028982573213	5.801828481619707	1.0376842463253324	5.591130926546543	2.2559538792241595e-8	1.0894358755904345e-7	CALHM1	10	103453240	103458900	protein_coding	255022
ENSG00000120278	3426.195751908831	-0.522960145475043	0.0935443068281612	-5.590507463331885	2.2640695327627413e-8	1.0930474125814048e-7	PLEKHG1	6	150599883	150843665	protein_coding	57480
ENSG00000145920	11.189524973845716	-3.88900769753424	0.6957563289394568	-5.58961167261283	2.2757797174608132e-8	1.0983917972487381e-7	CPLX2	5	175796310	175884021	protein_coding	10814
ENSG00000138795	3484.2562843961086	0.39503999011363744	0.0706792962293508	5.589189638104945	2.281317098080555e-8	1.100754746031107e-7	LEF1	4	108047545	108168956	protein_coding	51176
ENSG00000115844	10.030098941307124	-5.063949984094076	0.9060745992147964	-5.588888584320199	2.2852751187479033e-8	1.1023545259341165e-7	DLX2	2	172099438	172102900	protein_coding	1746
ENSG00000166526	593.0885385997061	0.5091156201421735	0.09110184406614652	5.588422774104537	2.2914123673044845e-8	1.1050043113606058e-7	ZNF3	7	100064033	100082548	protein_coding	7551
ENSG00000079246	6781.840284059685	0.8305991372796666	0.1487094221808006	5.585383394670352	2.3318520417839895e-8	1.124189866055906e-7	XRCC5	2	216107464	216206303	protein_coding	7520
ENSG00000157617	148.06820547516202	-0.985022261475656	0.1763764956423904	-5.584770566441141	2.34008937645004e-8	1.1278207452545993e-7	C2CD2	21	41885112	41954018	protein_coding	25966
ENSG00000147050	1161.1089429414365	-0.944550912580588	0.16913113005792693	-5.584725368163046	2.3406980264900504e-8	1.1278207452545993e-7	KDM6A	X	44873188	45112779	protein_coding	7403
ENSG00000196504	2145.334686768254	-0.4078260874769368	0.07305270182403838	-5.582628394214155	2.3691059042461943e-8	1.1411880714502025e-7	PRPF40A	2	152651593	152718012	protein_coding	55660
ENSG00000171791	13877.915457239138	-0.4800304079948703	0.08600947201612114	-5.5811342255989675	2.3895514011838465e-8	1.1507135262843793e-7	BCL2	18	63123346	63320128	protein_coding	596
ENSG00000132793	6.9153291367798335	-7.013389968375757	1.2570462999884422	-5.579261454761245	2.41541945834896e-8	1.162844193780905e-7	LPIN3	20	41340821	41360582	protein_coding	64900
ENSG00000106617	529.6064481378817	0.943055007378882	0.1691147170150837	5.576421875186469	2.4551609865925393e-8	1.1816452232245384e-7	PRKAG2	7	151556124	151877214	protein_coding	51422
ENSG00000135245	609.4654508380997	-3.384889355659275	0.6070958510794742	-5.57554354825621	2.4675816608259683e-8	1.1872901328225455e-7	HILPDA	7	128455849	128458418	protein_coding	29923
ENSG00000050344	101.03526964500202	-0.9980650351199442	0.1790286452679472	-5.574890172609908	2.4768607681923732e-8	1.1914207193900964e-7	NFE2L3	7	26152198	26187137	protein_coding	9603
ENSG00000099995	4645.852402901158	-0.4960064992851376	0.08897745757091603	-5.574518679518516	2.4821517288794755e-8	1.1936311480973668e-7	SF3A1	22	30331988	30356919	protein_coding	10291
ENSG00000103657	2685.3585344210405	-1.469750144203451	0.26366064084275165	-5.574401016039464	2.4838298277200644e-8	1.194103451499604e-7	HERC1	15	63608618	63833948	protein_coding	8925
ENSG00000123892	24.738614233712845	-2.1118191382704454	0.3788657520981255	-5.574056579607355	2.4887484598377305e-8	1.1961329432463804e-7	RAB38	11	88113251	88175443	protein_coding	23682
ENSG00000024862	507.81230201362206	1.1410149509483971	0.2048252981910508	5.570673940306512	2.5375583366629183e-8	1.219250236361309e-7	CCDC28A	6	138773769	138793319	protein_coding	25901
ENSG00000149187	2341.865050332206	-0.5164022138657206	0.09270452034910834	-5.570410287664981	2.5414015044169453e-8	1.220754955565116e-7	CELF1	11	47465933	47565569	protein_coding	10658
ENSG00000176953	836.0250653431208	0.4937469321592464	0.0886394408776583	5.5702848220886745	2.5432323530980655e-8	1.2212924913086098e-7	NFATC2IP	16	28950807	28967092	protein_coding	84901
ENSG00000089053	2624.9229617631204	-0.46254985881268273	0.0830494095486882	-5.569574321193821	2.553624466942667e-8	1.225939804247406e-7	ANAPC5	12	121308245	121399896	protein_coding	51433
ENSG00000123415	504.4723470586061	-0.6920291248245258	0.12426109201732156	-5.569153735813455	2.5597955477642088e-8	1.2285586575814908e-7	SMUG1	12	54121277	54189008	protein_coding	23583
ENSG00000085831	15.49675397212099	-4.206735222307699	0.7553843998937095	-5.568999337158181	2.56206460705374e-8	1.2293038178922838e-7	TTC39A	1	51287258	51345116	protein_coding	22996
ENSG00000105700	1413.9217452412572	-0.38065609178560394	0.06835405959426681	-5.568887847263009	2.5637042880718915e-8	1.2297466640966598e-7	KXD1	19	18557762	18569387	protein_coding	79036
ENSG00000145388	710.014829611878	0.7703655559658629	0.13835150744196142	5.568176091532879	2.5741961025070985e-8	1.2344342293688318e-7	METTL14	4	118685392	118715433	protein_coding	57721
ENSG00000143207	1023.8593476153128	-0.5631322241524912	0.10113835186918504	-5.567939498172375	2.577692885034906e-8	1.2357657033089945e-7	COP1	1	175944831	176207286	protein_coding	64326
ENSG00000169612	154.376154476472	0.8182750201333407	0.14705135135269826	5.564552876299196	2.6282542799218487e-8	1.2596532663379634e-7	RAMAC	15	82986210	82991057	protein_coding	83640
ENSG00000144130	5.774666555350522	-6.758799367722848	1.214722021390633	-5.564070831600854	2.6355288742082322e-8	1.2627870545564044e-7	NT5DC4	2	112721020	112742879	protein_coding	284958
ENSG00000065802	732.9102224133763	0.6380923708674022	0.11470723040858702	5.562791191056728	2.6549349914780072e-8	1.2717301670513582e-7	ASB1	2	238426742	238452250	protein_coding	51665
ENSG00000157778	283.63965302801637	0.8442561654793544	0.15188203634504116	5.558630801877044	2.7189915359214444e-8	1.3020501471766713e-7	PSMG3	7	1567332	1571005	protein_coding	84262
ENSG00000137491	17.75232798707286	6.10760601046586	1.0989966090216283	5.55743844915327	2.7376247398541273e-8	1.3106072903576208e-7	SLCO2B1	11	75100563	75206549	protein_coding	11309
ENSG00000038427	9.368673611568076	-6.717877633767477	1.209620673363547	-5.553706035039337	2.79675663722347e-8	1.3385425489952662e-7	VCAN	5	83471618	83582303	protein_coding	1462
ENSG00000088356	505.7463454697969	-0.6004156360247249	0.108113203634591	-5.553582872764126	2.7987288449083515e-8	1.339112925848787e-7	PDRG1	20	31944337	31952046	protein_coding	81572
ENSG00000183386	245.97642987394195	-2.7423383174838514	0.4938365728373034	-5.553129250286059	2.8060043839191042e-8	1.342219771934318e-7	FHL3	1	37996770	38005606	protein_coding	2275
ENSG00000100504	27.301625969382147	-3.728825168874917	0.6715721714986991	-5.552381898960417	2.8180310091461325e-8	1.347596880014753e-7	PYGL	14	50857891	50944483	protein_coding	5836
ENSG00000211897	16744.758294027182	-0.9221735119060072	0.16609991406529365	-5.551920463628308	2.8254815373196067e-8	1.3507832883067654e-7	IGHG3	14	105764503	105771405	IG_C_gene	NA
ENSG00000123989	334.96978980545083	-1.5660730675062065	0.2820832131186268	-5.55181235420632	2.82722987894567e-8	1.3512426257089082e-7	CHPF	2	219538954	219543809	protein_coding	79586
ENSG00000134330	972.3379982787544	-0.8014147049453485	0.1443839366897732	-5.550580787025411	2.8472209770960914e-8	1.360418198970057e-7	IAH1	2	9473658	9496543	protein_coding	285148
ENSG00000196422	229.83408777129287	-1.7946980340247995	0.32334021494871346	-5.5504943432708025	2.8486292928043974e-8	1.360712177225441e-7	PPP1R26	9	135479079	135488893	protein_coding	9858
ENSG00000119048	1373.099240080769	-0.5609694016214065	0.10107696739685398	-5.549923153302546	2.8579519508961257e-8	1.3647854042158565e-7	UBE2B	5	134371184	134392108	protein_coding	7320
ENSG00000182986	337.95572034200814	0.7989653541341164	0.1439610859900761	5.549870290567223	2.8588162433822336e-8	1.364818283359832e-7	ZNF320	19	52860851	52897693	protein_coding	162967
ENSG00000151414	1277.559093091639	0.683913782072512	0.12323828923333464	5.549523498963994	2.8644924915590452e-8	1.366767579815631e-7	NEK7	1	198156994	198322420	protein_coding	140609
ENSG00000167840	193.27546184656563	1.1694331256917263	0.2107265336327195	5.549529551555953	2.8643933296789476e-8	1.366767579815631e-7	ZNF232	17	5105269	5123162	protein_coding	7775
ENSG00000100242	2207.938334689367	0.8411319057514927	0.15172783695198944	5.543688769633277	2.9616506048466998e-8	1.412732862884617e-7	SUN2	22	38733290	38794143	protein_coding	25777
ENSG00000131480	16.220962287358354	-2.5542560528507745	0.4608559762477499	-5.542417120522793	2.983246170256851e-8	1.422638626716705e-7	AOC2	17	42844580	42850707	protein_coding	314
ENSG00000163563	471.3639280084247	2.425538622586308	0.4376439008422403	5.542265339282436	2.9858339525786756e-8	1.423477048022921e-7	MNDA	1	158831351	158849506	protein_coding	4332
ENSG00000145494	566.7168183047019	0.646069619825458	0.11662587002293756	5.5396767432336524	3.03030477538391e-8	1.4442769260010317e-7	NDUFS6	5	1801407	1816048	protein_coding	4726
ENSG00000135018	2921.109790435583	0.33275959557624174	0.06009041149197312	5.537648808091316	3.0655919618860295e-8	1.4606894440999856e-7	UBQLN1	9	83659968	83707958	protein_coding	29979
ENSG00000005448	443.0283495995177	-1.579370821943281	0.2852605784801765	-5.5365898448286135	3.0841766112116825e-8	1.4691366545022222e-7	WDR54	2	74421678	74425755	protein_coding	84058
ENSG00000126785	10.7566658703065	-4.32189627810421	0.780635028982832	-5.536385273071391	3.087779391046497e-8	1.4704445959360477e-7	RHOJ	14	63204114	63293508	protein_coding	57381
ENSG00000196812	284.6109759689683	0.711088944121689	0.12844510755232735	5.536131018707723	3.09226283845312e-8	1.472171081636477e-7	ZSCAN16	6	28107689	28130082	protein_coding	80345
ENSG00000100883	1683.700415509232	-0.45295869653551635	0.08182048724626872	-5.536005855992659	3.0944722404106834e-8	1.4728142774193206e-7	SRP54	14	34981957	35029686	protein_coding	6729
ENSG00000181790	20.491370261875915	-2.109824597602859	0.3811376822503908	-5.5355969662868345	3.1017007374690634e-8	1.4758452926648413e-7	ADGRB1	8	142449430	142545009	protein_coding	575
